,MachineIdentifier,HasDetections,EngineVersion_FE,AppVersion_FE,AvSigVersion_FE,Census_OSVersion_FE,SmartScreen_BE_ExistsNotSet
7175,0035258172892e32ec3c1af2b3e1086f,0,0.998826291,1,0.173913043,0.355704698,0
7310,003649c31c11301b45d1d8231ee3ca39,0,1,0.042881647,0.043478261,0.016778523,0
3286,00181dba7db850f3211a995f357f6c1f,0,1,1,0.130434783,0.053691275,0
9453,0046b03565ab38bac85a566397f6c1c6,1,1,1,0.130434783,0.617449664,0
2851,0014f95387604b3946346b39706b0a9a,1,0.998826291,1,0.043478261,1,1
1713,000c9dda1cc6dc1f994698ab4804fa56,1,0.998826291,1,0.391304348,1,0
1692,000c78cd3f0bcb8a6dd05c54318db71d,0,0.998826291,1,0.043478261,0.110738255,0
7760,00399b73a50d8559a72929eb34d3dce2,1,1,0.034305317,1,0.617449664,0
1040,0007a1d0f9765ec377d72bf2aa9995bc,0,1,1,0.173913043,0.151006711,0
2243,00102908806b48acd71caedd22f6dae1,1,1,1,0.217391304,0.191275168,0
5891,002b3769596c45c0f68b165a3b4d0531,1,0.019953052,0.046312178,0.043478261,0.184563758,0
7962,003b22be89e6f5c99e425db2c1455816,1,1,0.062607204,0.304347826,0.120805369,0
2322,0010ea0b2ba8472de64b3207c70581e1,1,0.998826291,1,0.043478261,1,1
8438,003eeaa11d61695f1b3c978144070831,1,1,0.162950257,0.086956522,0.070469799,0
5842,002ad0e3d3439f626370946d79408b30,0,1,0.062607204,0.347826087,0.010067114,0
9116,004451082547ca29aa169a50fb51db1b,0,1,1,0.652173913,1,0
1320,0009d40e01293bd109cd6cb329d3b0d0,1,1,1,0.173913043,0.214765101,1
1044,0007a844587057e4a8a1a02006ad0517,0,1,1,0.347826087,0.617449664,0
1899,000dc932086fae244e6e6bd549c2f5f4,1,1,1,0.086956522,1,1
2332,0010fe94709320cdfaafac9eadf5a366,0,1,0.050600343,0.173913043,0.281879195,0
9870,0049cdf0a9f1c0bbb7cf3a5f1a06cb6e,1,1,1,0.086956522,0.617449664,0
4843,002358fb97b92e14e422e68e4f5154fc,1,0.998826291,1,0.130434783,0.020134228,0
8384,003e77f5b99b386866c3919378ee597b,1,0.998826291,0.017152659,0.695652174,0.043624161,1
4493,0020f0cfc59543ab44d37971edc82912,1,0.998826291,1,0.173913043,0.016778523,0
8524,003f95ddf4a81a022fbbd32728aeb4db,1,1,1,0.260869565,0.281879195,0
5587,0029078f5d604dcaeb17fd797ad2fb5a,0,0.998826291,0.050600343,0.260869565,0.063758389,0
4605,0021b86e27b40729325448cc9ec4e627,0,0.998826291,0.007718696,0.304347826,0.191275168,0
4590,00219f975ac9eddbd0fdae2da32cda1a,0,0.998826291,1,0.043478261,0.080536913,0
5829,002abb568a78aa6ec4355e6bc1365195,1,0.038732394,0.02915952,0.043478261,0.110738255,0
6485,002fa69ec62f51fc2261d06bf8473810,0,0.998826291,1,0.260869565,0.036912752,0
3684,001ae9cbfc4b29c6d3b9478e72192bee,0,0.998826291,0.042881647,0.086956522,0.023489933,0
6510,002fd2ca623d08ec1988db632a6cacd8,0,0.998826291,1,0.130434783,0.023489933,0
865,000638b0012cddd3a37463a2659a5fca,0,0.998826291,1,0.043478261,0.355704698,0
9166,0044998a98670325ad08a04d4475db25,1,1,0.02915952,0.130434783,0.110738255,0
8674,0040dbdbfb5653ed66e29de1c0ae09d1,0,0.998826291,1,0.086956522,0.046979866,0
4903,0023e22b4fda35e673a59946f1e4b611,1,1,1,0.391304348,0.291946309,0
4688,00222614c8e144c580663344f1b42f82,0,1,0.046312178,0.304347826,0.184563758,1
314,000260c16dedbdde029b36bef47c21c9,1,1,1,0.173913043,1,1
4560,00216c5e67c23bfdd1a56160b31040c9,1,0.998826291,1,0.347826087,0.355704698,0
1419,000a9f4d7e5f886b564b76fe114b505d,1,0.998826291,1,0.130434783,0.016778523,0
5673,002993a960ca41136ecaa7deadbfeaf1,0,0.063380282,0.022298456,0.086956522,0.020134228,0
9187,0044c2ad3a24297b819de36cc54ca5f2,1,1,1,0.173913043,0.191275168,0
2153,000f82c33d4b1e81ee70b0db61b391df,1,1,0.162950257,0.260869565,1,0
5443,0027dc76bec5e187f39d40150e5e03d8,1,0.019953052,0.022298456,0.043478261,0.020134228,1
7587,00385b5c1f491e78a6fc2687418a23a9,1,0.998826291,1,0.260869565,0.38590604,0
5888,002b36c4e81749d8151630d6ae152eed,0,0.998826291,1,0.434782609,0.046979866,0
5781,002a598b296106dc693f756c4c3c6b6e,1,1,1,0.47826087,0.617449664,1
2429,0011b939a921732c3e7fe1421d078edc,0,0.019953052,0.01457976,0.043478261,0.043624161,0
9405,004644e7a6bb24d449b940ac362234e5,1,1,0.02915952,0.173913043,0.110738255,1
1385,000a636fca9767b8af51b6d7ca15f955,0,0.998826291,0.046312178,0.173913043,0.184563758,1
2126,000f4be21d5db12f2ae3d71f634cc4b8,1,1,1,0.260869565,0.617449664,0
4602,0021b51d49b34d91f5911e0031ab3953,1,0.998826291,1,0.217391304,1,0
3590,001a4561b0728844f964d2edd0333064,0,0.998826291,0.025728988,0.434782609,0.080536913,0
1468,000b0134db0ecebd9d09fc025fa687c4,1,0.031690141,0.002572899,0.347826087,0.023489933,0
9197,0044cb2251c63226dcbcbb8af28e5ef0,0,0.001173709,0.001715266,0.043478261,0.010067114,0
7947,003afb380abf364855bace889118bcb3,0,0.998826291,0.027444254,0.086956522,0.38590604,0
3306,00184fdc935700ed68d5fa4dea7d119d,0,0.998826291,0.050600343,0.086956522,0.281879195,0
6308,002e4126463d84cdaac87745cabf9532,0,0.998826291,0.050600343,0.695652174,0.013422819,0
4977,00245957f7c4db646a755791e883defa,0,0.998826291,0.007718696,0.130434783,0.010067114,1
5996,002bff12f3735b5b31a6eaff321ac51e,1,1,0.162950257,0.130434783,0.617449664,0
4645,0021e8dba026fd1eea12fa995bfdd042,1,0.998826291,1,0.043478261,1,0
8905,0042cbd6079e32720975836fe6b517e4,1,0.998826291,0.022298456,0.130434783,0.023489933,0
3685,001aecbfe5841d1fd3ebe3b1a51b57cd,1,1,0.162950257,0.260869565,0.38590604,0
4478,0020d28a93b02669021c3a951135b207,1,0.998826291,1,0.043478261,0.38590604,0
7707,00393d557b1e2e4280f3adeeff050f40,0,1,1,0.130434783,0.617449664,0
4577,00218e856120de698fd0bfa2ead066d0,0,1,0.034305317,0.173913043,1,0
3815,001beca2ecee5bc2a9827e5e4fd07885,0,0.998826291,1,0.043478261,1,0
7387,0036cebc94bd39ba54194147b0b991e2,0,1,1,0.652173913,0.214765101,0
2773,00146bc0e4eb2bb05ac4a20fc746b13b,0,0.998826291,1,0.260869565,1,0
9847,00499b1870241fac90c4e0011d469897,1,1,0.001715266,0.217391304,0.006711409,0
9089,004423c7b79ee8f83b18cfbf44698aa5,0,0.998826291,1,0.043478261,1,0
6772,0031ec1407b03bc9fb20105dd090199e,0,0.048122066,0.050600343,0.043478261,0.214765101,0
4835,002346d5aea1000a931ffc170d8c02cf,0,0.998826291,1,0.130434783,1,0
2414,0011926e3014277a0702c54a88264e7a,0,0.019953052,0.062607204,0.826086957,0.083892617,0
1532,000b6df51d79d2f88c495e62de805ac5,1,1,0.060034305,0.173913043,0.617449664,0
6706,003179d060be8a1ca8b4eabd361767f5,0,0.019953052,0.007718696,0.043478261,0.010067114,0
6013,002c11ad845416299b4616ca4f5fa88c,1,0.998826291,1,0.260869565,0.080536913,0
5753,002a34aa82759bb5d5d2fca568887834,0,1,1,0.043478261,0.157718121,0
1796,000d3473c3fd7985abbe2aa2fe27f93c,0,1,1,0.086956522,0.070469799,0
7855,003a3b80d0132942366e4af2f534ac06,1,0.003521127,0.022298456,0.043478261,0.033557047,0
9473,0046c3f856921fc207af5baa8f24d119,1,0.998826291,1,0.086956522,1,1
9721,0048a2b01ec6c8695cfd05d21123c303,1,0.998826291,0.046312178,0.304347826,0.184563758,0
679,00050046cffa60f01d1400590dc9a5cb,0,0.998826291,0.034305317,0.826086957,0.355704698,0
7054,00343874ed1e8c558accd29a4ce2e28a,1,0.998826291,1,0.130434783,0.38590604,1
4809,00231b48f91b05f92f3bfffb10690ecd,1,1,0.162950257,0.130434783,0.617449664,0
9109,004445fd132da1bfe2fdc7324462ef71,1,0.998826291,1,0.260869565,1,0
1209,0008f724baa94d7eb1b073cb8d97a2e3,1,1,0.162950257,0.260869565,0.617449664,0
8724,0041345274f39865d78c6b4a6c716d70,1,0.038732394,0.060034305,0.869565217,0.110738255,0
1051,0007b41185d42b312eb046d6bfcb9cfb,0,1,1,0.043478261,0.120805369,0
8270,003db162ccd28e9f7aa3b85a0f46dc8b,1,0.005868545,0.02915952,0.043478261,0.110738255,0
59,00008e8686cffcb475d43646a3aeba26,0,1,1,0.043478261,0.281879195,0
6614,0030c8d2fcd6f2724901b7d5ed18296e,0,1,0.060034305,0.043478261,0.281879195,0
185,00016bfb0aab1000c28573c94906323c,0,1,1,0.043478261,0.030201342,0
9478,0046ce9c686ffa173302490cf4a230ff,1,1,1,0.086956522,0.617449664,0
4578,00218f6daacaf8ded6565a134b040897,1,0.998826291,1,0.217391304,1,0
9282,00455e29e124f6d848674b6e516325d7,0,1,1,0.173913043,0.214765101,0
9144,00447b1903ecab2934eb90f6e5cc912f,1,0.016431925,0.011149228,0.47826087,0.036912752,0
6692,0031570c371181f87a141eebcfde1206,1,1,1,0.782608696,0.38590604,1
1978,000e5a6666a49d080bb36d6da77b50b0,1,1,0.162950257,0.043478261,0.617449664,0
5491,0028387085411634e27d656175ff50b1,1,0.019953052,0.062607204,0.47826087,0.090604027,0
6917,0033302696ff37a60b585279562528c5,1,0.998826291,1,0.173913043,0.355704698,0
2063,000edd739207aa9518be4bfe91cd0859,1,0.998826291,1,0.130434783,0.355704698,0
159,0001375303eb40843f72af4c95dc513b,1,0.998826291,0.007718696,0.043478261,0.010067114,1
3399,0018f6fa7f33885038911127d460e490,0,0.998826291,1,0.043478261,1,0
3434,001941ce96d195f456068728e6c473e8,0,0.001173709,0.000857633,0.043478261,0.023489933,0
2573,0012dfb119a4c310016d85615dc2e947,1,0.063380282,0.050600343,0.130434783,0.151006711,0
5229,00263a1b4e36b14cab9e3f3636c6e308,0,0.038732394,0.062607204,0.043478261,0.38590604,0
3259,0017f3f2711689ba03445779bc0a4a63,1,1,1,0.47826087,0.214765101,0
2064,000ee4bfde4b6db8e885c220dbd3d91f,1,0.998826291,1,0.217391304,0.120805369,1
8591,0040382575bb4eda091faa66819ced8e,0,0.998826291,0.01457976,0.391304348,0.020134228,0
1499,000b22fe7e6686c3909fa142fc945f48,1,1,1,0.086956522,0.151006711,0
354,0002b0a9a055a073b8ed0a1bb7beec31,1,0.998826291,1,0.304347826,0.083892617,0
3240,0017ccf6a722f28645b075cebf7ee8d5,1,1,0.162950257,0.086956522,0.083892617,0
8062,003c090f48398c8fd5bd76fa669f13e6,1,0.998826291,1,0.086956522,0.070469799,0
8500,003f64fac4edfd2f49702d2e87b20c0c,1,1,1,0.173913043,0.617449664,0
2282,00107c4a30a8c0e79ce48752fc82a463,1,1,1,0.260869565,0.38590604,0
581,00044e2c67af9f82928aba2f4e1b9a31,1,0.998826291,1,0.217391304,0.080536913,0
9595,0047aff9e97b109ee4921e6953b0b68c,0,1,1,0.217391304,0.617449664,0
5250,002656268bdd3ff5f5b28f1ff8af03e8,0,0.998826291,1,0.043478261,0.355704698,0
2952,0015a9f6b1277d7843a05736f43b51e6,0,0.998826291,1,0.086956522,0.151006711,0
7505,0037af31b14ec5f6c4692e17bdc48884,0,1,1,0.173913043,0.617449664,0
9561,004770e82e560aa6d491b0ce95acbec2,0,0.048122066,0.02915952,0.043478261,0.110738255,0
8342,003e2e8661648c937a131cd620a3e308,1,1,1,0.173913043,0.214765101,0
6765,0031e2bdc398e8fb33b94016434cdc59,1,0.998826291,1,0.304347826,0.191275168,1
6526,002ff5b7374bbba5cd1b1b57677f67bf,0,1,0.162950257,0.304347826,0.291946309,0
8179,003cfb0f870808297e90861d70fdaeb8,1,1,1,0.260869565,0.291946309,0
765,000586c5b24a44c5fc2ff02cb05e68db,0,0.048122066,0.050600343,0.130434783,0.013422819,0
8954,00431f56cc4e7ff159d050b51ab8520b,1,0.019953052,0.042881647,0.043478261,0.023489933,1
381,0002df13f24f07fafb917a81e7de7588,1,1,0.162950257,0.130434783,0.617449664,0
4786,0022e61bd4054d390e749c1e718fce26,1,1,1,0.434782609,0.120805369,0
6071,002c66e1eca8f51813e264366f7c41ce,1,1,0.001715266,0.130434783,0.617449664,0
5154,0025acf12d6cdd40cb79290a4072ff48,1,1,1,0.47826087,0.281879195,0
6022,002c1e66adec689c1ea87f6ef37c1d6a,1,1,1,0.52173913,0.38590604,1
3454,001965fd226039342fb41874f257d25e,0,0.063380282,0.162950257,0.086956522,0.38590604,0
2426,0011af98da7782ec72e21dc1b163d313,1,1,1,0.043478261,0.38590604,0
6041,002c3976f61ca8cc0ea7bac9ffe74cab,0,0.019953052,0.025728988,0.043478261,0.38590604,0
8855,0042548fe98c80158dd67321efcb70b3,1,0.998826291,1,0.217391304,1,1
2556,0012b3c7b7d66221824592c569630bf2,1,1,1,0.260869565,1,0
8772,0041adfa5224c514df0cf1ace79ad6cc,0,0.998826291,1,0.086956522,0.617449664,0
7206,00356a4dde288a2a9530aec564eb506b,1,1,0.162950257,0.043478261,0.38590604,0
3482,00198c8ced966e0c5b41ae283eeb19b8,1,1,1,0.043478261,1,0
5346,00270ebbc981cdbce98c7131a58a6c09,1,0.998826291,0.025728988,0.043478261,0.033557047,0
9303,004589121d1ee48360042cbad85a1a1a,0,1,1,0.782608696,0.10738255,0
1317,0009ceb4a24cc5bb842eced2edea2274,0,0.998826291,1,0.173913043,1,0
5845,002adac54ec03f1d6d7b8bb6b686da83,1,1,1,0.304347826,0.291946309,0
8411,003ea79b7feefb8ede0186f0de061f01,0,0.018779343,0.062607204,0.043478261,0.147651007,0
5191,0025fce18125fa51f9c41036d690d8e2,1,0.038732394,0.060034305,0.869565217,0.110738255,0
5585,002906f8f985b0f0cb1c2200013f841a,1,1,1,0.217391304,0.157718121,0
1042,0007a4b4a4c62824b3705f16ed619c78,0,0.048122066,0.060034305,0.043478261,0.617449664,0
7866,003a62095f1a962dd4e2f6956780f7c6,0,0.998826291,1,0.173913043,1,0
8624,004070b6480c97ea8af3a9440cbcfb11,0,0.998826291,1,0.086956522,1,0
18,00002b7454f06444e8d9f6083d8a9ebd,0,0.031690141,0.002572899,0.086956522,0.355704698,0
6842,003273028bca6019b11002b385f5e387,1,1,0.162950257,0.043478261,0.120805369,0
8147,003cb82a7745c85e1e04882c2ed10d98,1,0.998826291,1,0.217391304,1,0
8789,0041d7ab30976d45f155790435f5bb95,0,0.998826291,1,0.130434783,0.38590604,0
6350,002e9aeab94f2eaab5926859fdccaf83,0,0.019953052,0.011149228,0.086956522,0.030201342,0
9266,004533e38384400a62cccfcf65cc867c,0,0.005868545,0.011149228,0.043478261,0.006711409,0
8186,003d108973c524b0f1a174575ccee120,1,0.998826291,1,0.130434783,0.355704698,0
3490,00199b50546935194a96ebbdef40d0ed,1,0.038732394,0.060034305,0.869565217,0.090604027,0
7353,00369a2c1ebcc31d16b0c8bd28a836fa,0,1,1,0.086956522,0.214765101,0
7383,0036c60a9a2cd957de4b0e52122716c9,1,1,0.006861063,0.130434783,0.016778523,0
1630,000c11086e5341c2d2b03196989c0292,0,0.998826291,1,0.173913043,0.355704698,0
729,00054cdd28a97b772d3ebb7efc670464,1,1,1,0.260869565,1,1
876,000648be8179eb49afb798fa3bdc551a,0,1,0.042881647,0.260869565,0.013422819,0
8920,0042e8959e559a70e8937e4a4ecbff17,0,1,0.162950257,0.652173913,0.38590604,0
4766,0022b88f7458b067730dc7e20c3fb60b,0,0.998826291,1,0.260869565,1,0
8425,003ecaf9a9f6a372517d077447ab9936,0,1,1,1,0.013422819,0
3310,001853f5b20fd817f8df78ed70c7b52c,1,1,0.162950257,0.652173913,0.191275168,0
9316,00459ed8411c5ef22947aae7e03b3e36,1,0.998826291,1,0.086956522,1,1
3505,0019b170c6cd91eb959b3f5c155af8fa,0,1,1,0.086956522,0.214765101,0
442,00034b4986ead10d68177829a53ee238,1,1,0.162950257,0.260869565,0.006711409,0
4862,00237b82370f13b7a5d8b02ce04b8973,0,0.019953052,1,0.173913043,0.355704698,0
2193,000fcd051b709c16cf38893a7f4623f5,1,1,1,0.391304348,0.617449664,1
3216,0017a29b17869d70f782f76a6a578382,0,1,0.162950257,0.434782609,0.016778523,0
6932,00334c4423a92ea58234523689af3269,1,1,1,0.130434783,0.38590604,1
5512,00285e41ef9b3fc9f443768556183ab1,0,1,0.046312178,0.434782609,0.184563758,0
562,00042b088aa9b95a012f5518457e3034,1,1,0.011149228,0.086956522,0.110738255,0
5762,002a40dadd707e4494ab8d5c5ff59089,0,1,1,0.260869565,0.38590604,1
8686,0040ece1c788663777210119fa433f80,0,1,0.162950257,0.217391304,0.617449664,0
4716,00225aba714e4ccee79bbaf72f3b190f,0,0.998826291,1,0.173913043,0.080536913,0
4417,00204c269225fb9ead715e1de2efcb60,1,0.998826291,0.006861063,0.434782609,0.026845638,0
9855,0049abaaf34278aa42be20d7d26c60ec,0,0.998826291,1,0.086956522,0.070469799,0
5801,002a80716f3a62d33541a5eefc0aa205,1,1,1,0.130434783,1,1
5301,0026abd33e2e7461c7e7e47e78c57f4f,0,0.998826291,1,0.347826087,1,0
136,00010d86b240291aca954eb5d2ff3a01,1,0.998826291,1,0.043478261,0.151006711,0
1814,000d4cd0dc38c022a715eceb9944a2a1,0,1,0.007718696,0.782608696,0.184563758,0
9921,004a233a884ee230d857a09f4606019a,1,0.998826291,1,0.086956522,0.120805369,0
7822,003a0410da6e04a4f1b43f97793a1273,0,0.998826291,1,0.130434783,1,0
167,000146781cfaf2c5fa482376a90b474b,1,1,1,0.608695652,0.291946309,0
9882,0049e5e3747e98f575bda3159a2032b7,0,0.038732394,0.062607204,0.043478261,0.38590604,0
6926,00333ca52127cf6556e2bbc63e37a995,0,0.048122066,0.025728988,0.043478261,0.191275168,0
4456,002099834331dcbc45b32c44a33d8592,0,0.998826291,0.046312178,0.304347826,0.184563758,0
7812,0039f35f84ca33c26c32afa3c9240363,1,0.998826291,1,0.130434783,0.020134228,0
8049,003be6192031034a78fb3652d6c3a22b,0,0.038732394,0.027444254,0.043478261,0.016778523,0
2731,00140b4666294e799e9261ff5a9a083a,0,0.063380282,0.162950257,0.086956522,0.083892617,0
8370,003e5ea7cfdbfc8b7c05f82495995dfd,0,1,0.162950257,0.304347826,0.214765101,0
5222,00263042343883b68064e193baeb290a,1,1,1,0.043478261,0.38590604,1
6457,002f78ba2a618335ef52a29ec6a98876,0,1,1,0.043478261,1,0
1526,000b643ff7ff106c04faf51aba1f85cf,1,0.998826291,0.011149228,0.086956522,0.036912752,0
1114,00083d7fba5fa7782482a0e662bf95f3,1,1,0.060034305,0.086956522,0.617449664,0
6321,002e529354f1fe0b748d2df0ae97c3d0,1,1,1,0.217391304,1,1
3376,0018c7955848a1b0f9ec65fb12548d6d,0,1,0.162950257,0.043478261,0.38590604,0
5129,0025779355eb30f457c0b2db9f8d3b49,0,1,0.162950257,0.260869565,0.214765101,0
7385,0036cb7d3ea9e983d92265fbaa537fcd,0,1,0.162950257,0.304347826,0.120805369,0
4277,001f5880a9022419ed2e2f6e9b0b6a2d,0,1,0.162950257,0.086956522,0.617449664,0
4145,001e6a634a218687570a887191ca16d2,1,1,1,0.260869565,0.023489933,0
1695,000c7f3d8363fee618c0f9852654e5bd,0,0.998826291,1,0.826086957,0.070469799,0
4760,0022aecd493ab14ae4c09cc49dba89de,1,1,1,0.173913043,0.080536913,0
762,000581cd68c7e60e632d097322163d39,0,0.998826291,0.042881647,0.130434783,0.013422819,1
5442,0027da6e548843f7dde423d178ad63bc,0,0.063380282,0.162950257,0.043478261,0.016778523,0
408,000313d001f07bc947c62d8b7d8f7d1e,1,0.998826291,0.01457976,0.304347826,0.214765101,0
176,00015d0ab42497e921d72a905d4f00b7,1,1,1,0.086956522,0.281879195,1
986,00073f2dfb2a7841e3dbf5a9b5e982fe,1,0.998826291,1,0.260869565,1,1
6416,002f126f1675eeee1e400361746a13c3,1,0.998826291,1,0.086956522,1,1
5080,00251a490150b6a9af790765e137784a,1,0.998826291,0.046312178,0.130434783,0.184563758,0
2297,00109721e06f5c1b26b70de98d5fd229,1,0.018779343,0.011149228,0.043478261,0.013422819,0
3511,0019b696e2dffc6db587a0d8148da956,0,0.998826291,1,0.826086957,1,0
6267,002ddf4be60dbea760b64e751d64d460,1,1,1,0.130434783,0.016778523,0
540,0003f9f74832e3ebe521b2da9a95dc7a,0,0.998826291,1,0.52173913,1,0
3109,0016b893db77a3a85cba9f58ef3af374,1,1,0.050600343,0.130434783,0.070469799,1
2883,00153a4c2114dfd519f3278ca4decb8d,0,0.998826291,1,0.826086957,0.355704698,0
9770,0048fb6b7f66523f73c03aa7045243f4,0,0.998826291,1,0.826086957,0.157718121,0
4875,00239d2defaba67c9906318e227939b0,0,0.002347418,0.062607204,0.043478261,0.147651007,0
7,000019515bc8f95851aff6de873405e8,0,1,1,0.086956522,0.043624161,0
1865,000da07f5dceea6c79c4655e8b0146e6,1,1,0.162950257,0.130434783,0.191275168,0
841,00060b7da12330ca9f7ec2656f7cee73,0,0.998826291,1,0.130434783,0.063758389,0
688,00050bc455230b9e4895f81159ee70d3,0,0.038732394,0.01457976,0.043478261,0.003355705,0
6587,00306ead0f8bf703acdfe7cac7dc0921,1,1,0.162950257,0.130434783,0.214765101,0
4085,001e0a34a158cdd9a8b4cca93b809880,1,1,1,0.086956522,0.617449664,1
9411,00464d19af10b72cad07b66917191005,1,1,1,0.086956522,0.617449664,0
1509,000b42fc393332c3f4a32c8463d4fba8,1,0.063380282,0.050600343,0.043478261,0.38590604,0
6375,002ecfe29d9125a72f7af33388c70868,1,0.998826291,1,0.347826087,0.355704698,1
5949,002bbcf82c99a61c2cf1a8d8496fcdf6,1,1,1,0.086956522,0.10738255,0
7230,0035919187b29f7acde59a02681e7987,0,1,0.162950257,0.260869565,0.083892617,0
5156,0025b24301470dfbdc763ac0d7e56406,1,1,0.025728988,0.217391304,0.070469799,0
8183,003d0be5080c43ff78fe71b528dc74fa,0,1,1,1,0.617449664,0
3627,001a84c6206390f906b7ebaecf7f9ac9,1,1,0.162950257,0.217391304,0.617449664,0
2601,00131e6617d85bd4315998b4a566c1c9,1,0.998826291,1,0.043478261,0.080536913,0
5408,0027934064cf93c4ddc1d473f866cc53,1,1,0.046312178,0.130434783,0.184563758,1
3193,00176e51e5e261767c9073a5043a4351,1,1,1,0.043478261,0.38590604,0
2315,0010c95fc14093042988d715ea555a72,1,0.998826291,1,0.086956522,0.191275168,0
1486,000b184be1d0f5f876b2c700143f6958,0,0.998826291,1,0.043478261,0.617449664,0
8216,003d59032173dd150cc3bcab134feab2,0,0.998826291,0.02915952,0.347826087,0.003355705,0
1790,000d27121223839cb5f495f67b17de11,1,1,1,0.217391304,0.147651007,0
7838,003a15910d00e42a0d32a948d977dfe7,0,0.998826291,1,0.043478261,0.016778523,0
3778,001ba41d85efd56c90655f8652b145be,1,1,0.027444254,0.173913043,0.013422819,0
6742,0031b4f7a7c8837fa2aeffc5a8e9c4a1,1,1,0.042881647,0.608695652,0.006711409,1
3821,001bf560fd293ccd7ff6aa236a746548,0,1,0.042881647,0.130434783,0.010067114,0
5658,0029830429524cedaa0929ff2e63b0a1,1,0.998826291,1,0.043478261,1,0
3833,001c0fed19131fc08789da6285d984c5,0,0.998826291,1,0.086956522,0.355704698,0
2078,000ef84db5059b2fbe93eab102245dfa,1,1,1,0.043478261,0.617449664,0
9098,00442f54f494f9b376f755725d3f59ca,0,1,1,0.565217391,0.291946309,0
364,0002c20c6b52b6a37510a1154588edac,0,1,1,0.652173913,0.214765101,0
980,00072aa5d6998b7fbf13dcb588380d29,1,1,1,0.434782609,0.617449664,1
5830,002abc31dde50cd2390bb5e521db979c,0,0.998826291,1,0.217391304,1,0
4015,001d7fa36c76ac4de3738662952f413a,0,1,1,0.434782609,0.083892617,0
8247,003d970b73ca87e9d43d2f7ef42ccb88,0,1,1,0.217391304,0.053691275,0
6819,003248b6cdbbb505fdab38c6db094a7a,0,0.998826291,1,0.043478261,0.291946309,0
6699,0031699fe7fcce2020938bde4e8fb967,0,0.063380282,0.007718696,0.043478261,0.010067114,0
5607,00291dc41395de0b072755388806707f,1,1,1,0.173913043,0.617449664,0
6864,0032bb72401ffd6b47e79b1f44cbe5bb,0,1,0.042881647,1,0.020134228,0
9085,00441f5a82b0fb51b1ec35d15a66f046,1,1,0.025728988,0.173913043,0.030201342,0
2634,00135cb1188ca3c4ee1cc07a967c1f02,0,1,1,0.043478261,0.617449664,0
4182,001e9e82377f8511b2f3ec3da4fa1684,1,0.998826291,1,0.130434783,0.151006711,0
1846,000d81fa733430787a1b55c40ac219a6,0,1,0.042881647,0.173913043,0.281879195,0
649,0004c3a26bf29552f8237b02ac9b9c03,0,1,1,0.434782609,0.214765101,0
854,00062279d96372622669d0f40f61bf1f,0,0.063380282,0.162950257,0.043478261,0.617449664,0
9979,004a87a9858b1a8281de959136d5d93c,0,0.998826291,1,0.130434783,0.080536913,0
104,0000d4bbeecaf9c95116e32584cd6b33,1,0.998826291,1,0.826086957,0.355704698,0
7399,0036e1f80725e93499fb00d8f3eb9372,0,1,0.025728988,0.043478261,0.191275168,0
4362,001fdc227de0e8b3f2099e18951f4b43,0,0.998826291,1,0.173913043,0.291946309,1
9500,0046fb36803112d81799296b410e24b0,0,1,1,1,0.214765101,0
5588,002908639d8b38e6771821f5f94af32c,0,1,1,0.347826087,0.214765101,0
5107,0025439cc4ec4c3874fefba227e2a879,1,1,0.162950257,0.260869565,0.013422819,0
935,0006c2fb849724d84b386def3c52b406,1,0.998826291,1,0.086956522,0.291946309,0
368,0002c87cb9129bf98de74dfd9abd0c50,0,0.998826291,1,0.130434783,1,0
8988,00437611c89677741568e6c6f87af4e0,1,0.018779343,0.011149228,0.086956522,0.006711409,1
2095,000f1a24fb6a38c886b8d2b3365e4cc9,0,0.005868545,0.034305317,0.043478261,1,0
7989,003b55670be1c5feb82241ac8147519e,1,0.998826291,1,0.086956522,0.080536913,1
6585,00306628003fc00cfbb2d0b992c1dee7,0,1,0.017152659,0.043478261,0.006711409,1
2398,00117223d374ec2f4bccbe1e48c39070,0,0.998826291,1,0.043478261,0.080536913,0
8955,004324d46b73ba8c772d0eaf4dde4ab9,0,1,1,0.782608696,0.214765101,0
4051,001dca379236ceaf0a22928390e104d8,1,0.998826291,0.046312178,0.173913043,0.184563758,0
2469,001209b151ba37f3a74cb6d065a17295,0,1,0.060034305,0.086956522,0.110738255,0
4561,00216f61f2a2998f53a53b4b08ba185d,1,0.998826291,1,0.173913043,0.617449664,0
6670,00311c2caa2294029e5636cb3e6b5e9e,0,1,0.162950257,0.304347826,0.291946309,0
60,00008f5ffaf2a82e2ba75dd31d011c2c,1,0.998826291,0.025728988,0.086956522,0.026845638,1
9888,0049ec9cdb8cc8c71560840ee16c50ef,0,0.048122066,0.050600343,0.086956522,0.083892617,0
9092,004425661e166aae7234e9358051bf8b,1,1,1,0.47826087,0.38590604,1
5776,002a5342e0381df1ccd5e57e87d2121a,1,0.019953052,1,0.130434783,0.355704698,0
419,000327e055b5b125cedcfc223e5f24d5,0,0.063380282,0.050600343,0.043478261,0.281879195,0
9511,004707c1e6075104c5465ee6b2301dba,1,0.998826291,1,0.173913043,0.355704698,0
8360,003e4ff7222077c6ce0bfed1516f6ac1,0,0.016431925,0.034305317,0.043478261,0.355704698,0
1438,000ac6613c4183b44581a7aff2b3245b,0,0.998826291,1,0.130434783,0.080536913,0
